Marca_Temporal,ID_Unico,Texto,Texto_Procesado,Longitud_Tokens,Emocion
5/8/2024 0:16:33,NZNKVJN5,Cuando desconozco cosas de mi nuevo trabajo ,Cuando desconozco cosas de mi nuevo trabajo,9,Preocupación
5/9/2024 13:11:23,K34YLW69,En la escuela,En la escuela,3,Preocupación
5/9/2024 13:19:18,9NUZ5PKN,Hacer las cosas apresurada ,Hacer las cosas apresurada,7,Preocupación
5/9/2024 13:20:19,QXWPZ23V,Cuando me dejan muchas tareas y no entiendo bien alguna cosa ,Cuando me dejan muchas tareas y no entiendo bien alguna cosa,13,Preocupación
5/9/2024 13:26:41,97RWBCRJ,"La última vez que me pasó, fue hace unos días, que por error de mi primo se bloqueó mi laptop y tenía mi proyecto guardado, mi preocupación era no poder recuperarlo y tener que empezar desde 0","La última vez que me pasó, fue hace unos días, que por error de mi primo se bloqueó mi laptop y tenía mi proyecto guardado, mi preocupación era no poder recuperarlo y tener que empezar desde 0",47,Preocupación
5/9/2024 13:37:30,G63ZMG4B,En cuestión de familia ,En cuestión de familia,4,Preocupación
5/9/2024 13:48:45,GL74ZXRL,al pensar en las fechas para terminar mi pendientes,al pensar en las fechas para terminar mi pendientes,11,Preocupación
5/9/2024 14:22:33,VXWOTMTO,Cuando tengo cosas por hacer,Cuando tengo cosas por hacer,6,Preocupación
5/9/2024 14:27:31,7QQDXHQ7,Por carga de trabajo por finales del semestre y que haya la posibilidad de que al final no los pueda entregar y puede que repruebe. ,Por carga de trabajo por finales del semestre y que haya la posibilidad de que al final no los pueda entregar y puede que repruebe.,29,Preocupación
5/9/2024 14:34:45,WW1GHWY1,Cuando éstoy pensando mucho en el tema,Cuando éstoy pensando mucho en el tema,10,Preocupación
5/9/2024 14:35:17,4F5JZDBC,En las tareas que son difíciles de resolver ,En las tareas que son difíciles de resolver,9,Preocupación
5/9/2024 16:15:48,9OS9PHYF,Cuando tengo tareas o pendientes ,Cuando tengo tareas o pendientes,8,Preocupación
5/9/2024 17:35:34,16RK386Y,"En situaciones personales, como en mi relación o en la universidad ","En situaciones personales, como en mi relación o en la universidad",12,Preocupación
5/9/2024 18:29:23,1RKPWNBF,"Cuando se que no podré entregar la tarea, cuando se que afectarte a demás personas por mis acciones. ","Cuando se que no podré entregar la tarea, cuando se que afectarte a demás personas por mis acciones.",23,Preocupación
5/9/2024 18:31:44,BQK35SUL,Cuando estoy planeando algo,Cuando estoy planeando algo,6,Preocupación
5/9/2024 18:46:39,3G5WW5TD,"En las noches,  cuando reflexionó sobre mi futuro ","En las noches, cuando reflexionó sobre mi futuro",13,Preocupación
5/9/2024 19:30:55,4L83S1WU,"Al presentar exámenes, al cuidar de un familiar con estado de salud delicado","Al presentar exámenes, al cuidar de un familiar con estado de salud delicado",19,Preocupación
5/9/2024 22:04:15,1OGWU084,Cuando hay cosas que no entiendo y no encuentro una pronta respuesta ,Cuando hay cosas que no entiendo y no encuentro una pronta respuesta,14,Preocupación
5/10/2024 13:59:01,IPYENR3M,"Cuando no puedo resolver un objetivo que tengo en el día, cuando no me salen las cosas en el tiempo que estimo.","Cuando no puedo resolver un objetivo que tengo en el día, cuando no me salen las cosas en el tiempo que estimo.",28,Preocupación
5/10/2024 15:00:27,XTINAGL2,"Ir al trabajo, no poder avanzar con alguna tarea, no sentir que estoy haciendo algo productivo.","Ir al trabajo, no poder avanzar con alguna tarea, no sentir que estoy haciendo algo productivo.",23,Preocupación
5/10/2024 15:20:56,PJEM9DJR,me doy cuenta de que no hice nada productivo en el dia,me doy cuenta de que no hice nada productivo en el dia,15,Preocupación
5/10/2024 16:27:26,90SG09DL,Cuando voy en el transporte publico o algunas veces en la escuela,Cuando voy en el transporte publico o algunas veces en la escuela,14,Preocupación
5/10/2024 19:40:06,ZO6GKY6S,Al ver noticias y hacer proyectos,Al ver noticias y hacer proyectos,6,Preocupación
5/10/2024 22:31:28,S45KT7YO,Durante la noche,Durante la noche,3,Preocupación
5/12/2024 0:48:52,T6C4YU2L,Por parte de la escuela y por parte del trabajo,Por parte de la escuela y por parte del trabajo,10,Preocupación
5/12/2024 20:18:00,9TQIQ8J0,Cuando las cosas no salen como se planean,Cuando las cosas no salen como se planean,10,Preocupación
5/12/2024 20:47:26,QOKLYQJZ,Cuando tengo entregas de proyectos y no he terminado o no mis compañeros de equipo no muestran interes ,Cuando tengo entregas de proyectos y no he terminado o no mis compañeros de equipo no muestran interes,21,Preocupación
5/13/2024 9:54:13,AR2SHENR,Todo el tiempo ,Todo el tiempo,3,Preocupación
5/13/2024 18:24:51,MXD2BDEN,Cuando no logro hacer lo que tengo que hacer o me sale mal,Cuando no logro hacer lo que tengo que hacer o me sale mal,15,Preocupación
5/13/2024 20:32:28,I9HEYDJ0,Proyectos finales,Proyectos finales,4,Preocupación
5/13/2024 20:43:31,C2VL95E5,"Cuando tengo clases, algún examen, tengo algún pendiente.","Cuando tengo clases, algún examen, tengo algún pendiente.",15,Preocupación
5/13/2024 20:44:20,YOP5JWEP,POR LA ENFERMEDAD DE MIS FAMILIARES,POR LA ENFERMEDAD DE MIS FAMILIARES,18,Preocupación
5/13/2024 20:46:18,YG3TTUE9,En situaciones donde debo tomar decisiones por mas insignificantes o simples que sean,En situaciones donde debo tomar decisiones por mas insignificantes o simples que sean,17,Preocupación
5/13/2024 22:36:11,ZOYW0DWU,Cuando faltan cosas por hacer y ya es tarde,Cuando faltan cosas por hacer y ya es tarde,10,Preocupación
5/14/2024 10:02:00,V5J3IP8N,En las calificaciones ,En las calificaciones,5,Preocupación
5/15/2024 20:14:17,E4EGEZ1X,Cuando tengo realizar la entrega de algún trabajo importante y resultan surgir complicaciones o sucesos inesperados al momento de la entrega en la escuela.,Cuando tengo realizar la entrega de algún trabajo importante y resultan surgir complicaciones o sucesos inesperados al momento de la entrega en la escuela.,34,Preocupación
5/15/2024 20:43:29,DJWQSCW2,Cuando surgen problemas de la universidad o del trabajo.,Cuando surgen problemas de la universidad o del trabajo.,11,Preocupación
5/15/2024 21:34:45,3KRGQIMS,Cuando no va bien lo que realizo o tengo problemas en hacerlo.,Cuando no va bien lo que realizo o tengo problemas en hacerlo.,15,Preocupación
5/15/2024 22:02:58,0K4CZRKQ,Cuando siento que algo se me olvidó hacer en mi casa o cuando no entendí un tema ,Cuando siento que algo se me olvidó hacer en mi casa o cuando no entendí un tema,21,Preocupación
5/15/2024 23:23:27,5GRMSXOF,Por lo regular en las noches ,Por lo regular en las noches,7,Preocupación
5/16/2024 0:26:26,TDU8A4SC,En las mañanas ,En las mañanas,4,Preocupación
5/16/2024 0:29:08,QN6SP8W7,Cuando no llego a realizar actividades que se que traerán consecuencias ,Cuando no llego a realizar actividades que se que traerán consecuencias,15,Preocupación
5/16/2024 0:35:07,CHNLHC6X,Cuando no sé dónde está mi familia. ,Cuando no sé dónde está mi familia.,9,Preocupación
5/16/2024 0:55:45,IX724P8G,"Las preocupaciones de mi día a día seria de que qué me voy a hacer de comer, las tareas que me asignaron o exámenes que tendré, al igual de que si vaya o no aprobar alguna materia","Las preocupaciones de mi día a día seria de que qué me voy a hacer de comer, las tareas que me asignaron o exámenes que tendré, al igual de que si vaya o no aprobar alguna materia",51,Preocupación
5/16/2024 1:13:18,B05YDAZ0,"Cuando revisan tareas, cuando no sé si habrá clase.","Cuando revisan tareas, cuando no sé si habrá clase.",13,Preocupación
5/16/2024 1:41:10,AJKRH064,En el horario escolar (7-15 horas) y cuando estoy haciendo tarea,En el horario escolar (7-15 horas) y cuando estoy haciendo tarea,17,Preocupación
5/16/2024 1:44:31,1RHBUABD,Al pensar en el futuro ,Al pensar en el futuro,5,Preocupación
5/16/2024 1:45:41,86IH30I7,Últimamente todos los días porque tengo que presentar un examen de admisión en 3 semanas.,Últimamente todos los días porque tengo que presentar un examen de admisión en 3 semanas.,21,Preocupación
5/16/2024 7:20:37,7SV40TFC,"Comúnmente en las noches cuando me pongo a pensar cosas que van a pasar, o incluso cosas que no estoy seguro que pasen ","Comúnmente en las noches cuando me pongo a pensar cosas que van a pasar, o incluso cosas que no estoy seguro que pasen",30,Preocupación
5/16/2024 8:27:32,G2H8Q8RA,En mi desarrollo como estudiante universitario ,En mi desarrollo como estudiante universitario,6,Preocupación
5/16/2024 8:38:22,JC7G5EHG,Cuando me faltan pendientes por hacer y se acerca la fecha ,Cuando me faltan pendientes por hacer y se acerca la fecha,14,Preocupación
5/16/2024 8:46:06,91VK19HH,Cuando hace falta el dinero,Cuando hace falta el dinero,5,Preocupación
5/16/2024 9:12:26,KCXYQUUD,Cuando requiero realizar una tarea que no he realizado o en momentos de examenes,Cuando requiero realizar una tarea que no he realizado o en momentos de examenes,17,Preocupación
5/16/2024 9:19:48,X7WQGQMT,Cuando tengo que hacer cosas y no logro a completarlas en su momento ,Cuando tengo que hacer cosas y no logro a completarlas en su momento,16,Preocupación
5/16/2024 9:36:26,BLO78S1C,Cuando tengo muchas tareas pendientes,Cuando tengo muchas tareas pendientes,8,Preocupación
5/16/2024 9:59:21,8MM32FBW,"Cuando tengo examen, cuando van a entregarme calificaciones ","Cuando tengo examen, cuando van a entregarme calificaciones",13,Preocupación
5/16/2024 10:42:34,PYVXS5Y5,En las noches ,En las noches,4,Preocupación
5/16/2024 11:30:00,DJRCLO8P,cuando tengo pendientes por resolver o situaciones,cuando tengo pendientes por resolver o situaciones,10,Preocupación
5/16/2024 12:00:29,ZJWB22YX,en las tardes,en las tardes,4,Preocupación
5/16/2024 12:53:47,3EAZ56FK,"Cuando no entiendo varias cosas de la universidad, me preocupa que pasara con eso","Cuando no entiendo varias cosas de la universidad, me preocupa que pasara con eso",19,Preocupación
5/16/2024 13:11:17,ZT2GVR76,"Cuando siento que puedo bajar mi rendimiento escolar, mas cuando se que puedo reprobar alguna materia. ","Cuando siento que puedo bajar mi rendimiento escolar, mas cuando se que puedo reprobar alguna materia.",24,Preocupación
5/16/2024 13:25:14,614O6Y4I,En situaciones de peligro o momentos donde hay presion externa.,En situaciones de peligro o momentos donde hay presion externa.,12,Preocupación
5/16/2024 13:45:24,14XGFLGK,"Me preocupa no terminar a tiempo los proyectos de la escuela , en pensar  que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis. ","Me preocupa no terminar a tiempo los proyectos de la escuela , en pensar que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis.",55,Preocupación
5/16/2024 13:54:46,CKOKU9P4,Al no saber que vendra en el futuro o al sentir incertidumbre de que estoy haciendo en mi vida ,Al no saber que vendra en el futuro o al sentir incertidumbre de que estoy haciendo en mi vida,25,Preocupación
5/16/2024 16:56:55,BGD4M2IP,Calificaciones,Calificaciones,2,Preocupación
5/16/2024 16:57:14,KGOL6JXH,Cuando no logro llegar a los objetivos que tenía planeados,Cuando no logro llegar a los objetivos que tenía planeados,12,Preocupación
5/16/2024 17:16:08,V6MYHJGB,Todo el tiempo que estoy en clases,Todo el tiempo que estoy en clases,8,Preocupación
5/17/2024 0:16:31,JZEC253P,en las tardes,en las tardes,4,Preocupación
5/17/2024 0:54:15,Y29P2VU6,Regresando de trabajar,Regresando de trabajar,5,Preocupación
5/17/2024 1:12:43,ORL0OVLI,"Cuando espero alguna calificación o tengo que coordinarme para pensar que me falta para comer o tener un presupuesto para los días, o incluso no terminar un trabajo a tiempo ","Cuando espero alguna calificación o tengo que coordinarme para pensar que me falta para comer o tener un presupuesto para los días, o incluso no terminar un trabajo a tiempo",39,Preocupación
5/17/2024 2:06:42,9N0G1GM1,Cuando una tarea no me sale.,Cuando una tarea no me sale.,7,Preocupación
5/17/2024 2:32:37,8TO1OH28,Cuando salgo y camino mucho,Cuando salgo y camino mucho,6,Preocupación
5/17/2024 8:59:10,MCPCHOLY,Cuando ya se está acabando el dia,Cuando ya se está acabando el dia,8,Preocupación
5/17/2024 9:32:45,J4TCSVW0,Me preocupo mucho si empiezan a salir bugs o issues o veo problemas en el trabajo.,Me preocupo mucho si empiezan a salir bugs o issues o veo problemas en el trabajo.,23,Preocupación
5/17/2024 9:44:25,UNBMV59R,"Creo que cuando estoy comiendo, no se es como que me llegan todas las preocupaciones que tengo y como que me empiezo a sentir mal","Creo que cuando estoy comiendo, no se es como que me llegan todas las preocupaciones que tengo y como que me empiezo a sentir mal",35,Preocupación
5/17/2024 10:34:41,2CMHRG7X,Cuando tengo muchos pendientes y cosas por hacer en la casa,Cuando tengo muchos pendientes y cosas por hacer en la casa,14,Preocupación
5/17/2024 10:45:56,AYNOOGEB,Cuando no se cómo lograre hacer cierta situación ,Cuando no se cómo lograre hacer cierta situación,9,Preocupación
5/17/2024 10:55:25,ICZPD6VE,Cuando salgo tarde de mi casa por hacer otras cosas (y creer que llego rápido a otros lados).,Cuando salgo tarde de mi casa por hacer otras cosas (y creer que llego rápido a otros lados).,24,Preocupación
5/17/2024 11:40:20,KXHR1RPU,Cuando cometo errores o cuando pienso en las tareas de la escuela,Cuando cometo errores o cuando pienso en las tareas de la escuela,16,Preocupación
5/20/2024 1:29:54,7PFSQZGK,Al recordar las cosas que tengo que hacer y mis responsabilidades ,Al recordar las cosas que tengo que hacer y mis responsabilidades,14,Preocupación
5/20/2024 8:07:43,RK9BOLBA,"Cuando me falta alguna tarea por entregar, cuando llegaré tarde a algún lugar y cuando ya no tengo dinero para mi semana. ","Cuando me falta alguna tarea por entregar, cuando llegaré tarde a algún lugar y cuando ya no tengo dinero para mi semana.",27,Preocupación
5/22/2024 19:49:00,AI6RPUWX,Cuando no hago nada,Cuando no hago nada,5,Preocupación
5/24/2024 11:34:36,KIBDSKF6,Cuando me doy cuenta que doy mas importancia a cosas externas y descuido mucho los estudios,Cuando me doy cuenta que doy mas importancia a cosas externas y descuido mucho los estudios,21,Preocupación
5/24/2024 19:04:24,19QO0M44,Cuando pienso en los pendientes escolares o deudas,Cuando pienso en los pendientes escolares o deudas,14,Preocupación
6/12/2024 18:05:58,I01P7HCR,Al tomar mis decisiones  especialmente referente a mi situación amorosa,Al tomar mis decisiones especialmente referente a mi situación amorosa,11,Preocupación
4/23/2024 19:48:07,PFNKXS54,"Estrés, me siento agotado, me siento desanimado, me siento impaciente o estoy pensando mucho las cosas, con frecuencia trato de hablar con mi consciencia.","Estrés, me siento agotado, me siento desanimado, me siento impaciente o estoy pensando mucho las cosas, con frecuencia trato de hablar con mi consciencia.",43,Preocupación
4/23/2024 19:48:07,MKZUPRJI,A haces ataques de antiedad dolor de estómago o cabeza ,A haces ataques de antiedad dolor de estómago o cabeza,15,Preocupación
4/23/2024 19:48:07,UJCL56SG,"Sudor, dolor de espalda y hombros, sed, hiperactividad","Sudor, dolor de espalda y hombros, sed, hiperactividad",18,Preocupación
