Texto_Procesado,Emocion
Situaciones desafortunadas,5
"Si puedo hacer algo al respecto lo hago y acepto las consecuencias, no sirve de nada entrar en pánico por cosas que están fuera de mi control.",2
Al recordar las cosas que tengo que hacer y mis responsabilidades,4
"Cuando empiezo a pensar en qué cosas debo hacer, las que no he hecho y las que ya he hecho y las que podría hacer",4
"ESTRESARME UN RATO, RELAJARME Y PENSAR SOBRE EL TEMA.",3
"La felicidad la describiría acorde al conceto de libertad que tenga cada uno, ya que considero que la libertad es proporcional a la ignorancia de las causas que te condicionan, por lo que mi felicidad depende de que tanto sepa que me constituye.",1
"Después de trabajar, cuando acaban mis clases",0
Cuando no hago lo correcto,0
Estar con amigos,1
Cuando pienso en mi futuro,5
Mascotas felices,1
Generalmente trato de analizar las posibles consecuencias de cada decisión para poder elegir la mejor,3
"Ninguna, todo actualmente me da igual",1
Me pongo deprimido pero trato de ponerme lo mas pronto posible en acción para minimizar el problema.,2
"Cuando estoy activo siento nervios, se acelera mi corazón, aumenta mi temperatura corporal, empiezo a temblar muy poco y necesito cansarme un poco para tranquilizarme, al igual cuando me siento cansado suelo pensar un poco mas lento las cosas pero sin otras sensaciones como cuando estoy activo",4
Cuando voy al gym,0
Cuando sonries sin alguna razon aparente y todo lo malo se va,1
Ansiedad y estrés,2
Cuando no se cómo lograre hacer cierta situación,4
Cuando llego de la escuela a mi casa y en el camino a casa,0
"Cuando tengo una deuda, cuando no me salen las cosas y cuando la gente se porta mal conmigo",0
"Con la mayor tranquilidad posible, pues sé que no estuvo en mis manos dicho percance",2
Cuando me siento incompetente ante una situación,5
Cuando hay alguna tarea pendiente y esta vale para mucha calificacion y no se a mandado,4
Más que nada es el valorar los pros y contras y como pueden afectar a mi entorno o si involucra a más personas como afectaría mi relación con estas a futuro,3
"Nerviosa, ansiosa y algo de desesperación",2
Analizar la situación Identificar los pros y contras Identificar mis necesidades sin afectar a los demás,3
"Cuando hago algo y recibo halagos sobre eso, cuando hago ejercicio, cuando escucho podcast de motivación, mejora personal, etc",1
"Estresarme, calmarme, razonar y encontrar la solución de una u otra forma.",3
"En momentos donde soy ignorado, o cuando no logro comprender algo de la escuela",0
Al tomar mis decisiones especialmente referente a mi situación amorosa,4
Ninguno,3
"Primero si estaría enojado, ya después iría viendo cómo solucionarlo",2
"Observar las opciones, ver cuál me conviene y elegir",3
El camino de la vida desde un enfoque espiritual buscando internamente satisfaccion personal y comunitaria.,1
"Primero buscar soluciones, siempre existe una solución y pensar en mi bienestar, si algo inesperado sucede para que perder tiempo en quejarme.",2
"Trato lo más posible de calmarme con estrategias tradicionales (ejercicios de respiración, música, ejercicio rápido) o cuando es imposible lo anterior o no ayuda me quedo callado pero por dentro estoy gritando. De hecho en algunas situaciones cuando me siente tan abrumado grito en una almohada en mi cuarto y lloro.",3
Llegando de la escuela,0
Trato de estar enfocada y calamasa,3
"Me preocupa no terminar a tiempo los proyectos de la escuela , en pensar que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis.",4
Enojo,2
"Creo que sería el dolor de cabeza, el cansancio y la falta de apetito, son los más notables",4
"Por lo mismo de la situacion se siente un cansancio mental, pero es mayormente mi culpa por dejar que me consuma",0
Cuando tengo muchas cosas por hacer y siento que no progreso,0
Al recordar el pasado,5
Sudor,4
Cuando no comprendo ciertas cuestiones escolares y en situaciones que me recuerdan acciones y situaciones de mi pasado como niño y como joven adulto.,5
Con estrés y tristeza,2
La mayoría de los días.,0
Paz mental,1
"Primero escucho el problema, segundo evaluó la situación desde diferentes puntos de vista, tercero veo las distintas soluciones que podría tener y cuarto elijo la opción que más me convenga",3
1. Pensar si la elección es lo mejor para mí y para las personas que pueda involucrar en dicha elección. 2. Pensar en las posibles causas y consecuencias. 3. Reflexionar. Si es la la mejor solución.,3
Siempre digo que por algo esta pasando y lo tomo del lado positivo aunque aveces me estréso,2
"Me suelo frustrar, aunque trato de calmarme, depende de cómo me sienta, siempre resuelvo la situación por mi cuenta, pero después de lo sucedido suelo sobre pensarlo",2
"1 analizar todos los pros y contras posibles , cual es el costo y si vale la pena tomar el riesgo",3
La felicidad es la capacidad de apreciar las cosas en nuestra vida,1
Despreocupadamente.,2
Cuando no puedo completar trabajos,4
En las noches,4
"Cuando me preguntan sobre cosas de la escuela, que pienso del futuro o simplemente por imsonio",0
Cuando estoy con mis amigos o haciendo ejercicio,1
Tratar de calmar la mente para no hacer las cosas inconscientemente por la desconcentración que genera una situación difícil .,3
Por sentirme insuficiente,5
"Lo primero que se me viene a la mente es ""ay, qué voy a hacer"". Ya de ahí me calmo, veo que hay muchas otra soluciones y ya.",2
"Lanzo una moneda para elegir, cuando está en el aire me doy cuenta cual es la decision que en realidad quiero que salga",3
"La felicidad no es absoluta, y es subjetiva, además de que no se encuentra en otras partes más que en uno mismo",1
Gran parte del tiempo ultimamente me esta costando mas temprano que antes.,0
"Consulto con personas ajenas a la situación pero que sean de mi confianza, para así llegar a una conclusión y tomar la decisión.",3
Cuando veo a mis amigos,1
Sólo los días que me levanto muy temprano,0
"Platicarlo con varios amigos, meditación y trabajo para superar aquella situación",3
"Cuando estoy con mis amigos, cuando veo alguna serie. Me he sentido muy feliz últimamente porque estoy investigando sobre nuevas cosas de mi carrera",1
con preocupacion,2
Cuando dejo de sobrepensar,1
Acerca de las tareas y cosas escolares,4
"el único paso que hago es analizar que consecuencias positivas o negativas tendría mi decisión, para ser lo más prudente y seguro al momento de decidir",3
"En el gimnasio, en mis prácticas y mientras estudio",1
"Realmente creo que no puedo describir la sensación, es como una combinación de miedo y nervios",4
Que algo no saliera como esperaba o que no pueda lograr algo,0
"Evaluó que puedo ser capaz de resolver y lo hago, y si esta fuera de mi alcance busco ayuda",3
Paz,1
"Cuando no puedo realizar una actividad,más si la actividad tiene fecha límite",0
Al interactuar con las personas,0
"Se cierra la garganta, me escurre sudor por los ojos, tiemblo.",4
"Analizar la situación, pienso en muchas cosas y antes de hundirme en mis pensamientos veo todo desde una perspectiva diferente, como si tuviera que darme un consejo a mi mismo, todos desde una perspectiva muy neutral y entonces logro aclarar mi mente y mis pensamientos para tomar la mejor decisión",3
Cuando tengo tareas o pendientes,4
"Cuando las cosas no salen bien, con respecto a lo planeado",0
Cuando tengo un examen. Cuando tengo una exposición y no estoy segura de que resultado tendrá.,4
"Escuchar música, buscar situaciones similares que haya pasado anteriormente y pensar en que haría una mejor versión mía",3
No sabría expresarlo.,4
casi siempre todos los días,0
Cuando he hecho algún mal a alguien o no he cumplido algo que prometí,4
Cuando estoy solo,5
Cuando discuto o siento incomodidad con mi pareja,5
"Cuando peleo con mis hermanos, cuando no me salen las prácticas de la universidad",0
"Busco soluciones, me gusta ser relajado",2
De momento ninguna,5
problemas en relaciones y la vida académica me estresa mucho últimamente,0
Regresando de trabajar,4
"Tranquilizarme, pensar y buscar la mejor solución",3
En cuestión de familia,4
"Trato de analizar como puedo resolver esa situación y de no frustrarme, y de ser posible resolver dicha situación.",3
Cuando se que algo está mal o se que mis acciones aunque no hayan sido malas pueden traer consecuencias o en general que algo me afecte aunque no tenga que ver con ello.,4
"En una situación difícil principalmente es estar tranquilo , y lo primero que se tiene que hacer es encontrar una solución o posible estrategia para poder minimizar el daño . Después se puede pensar en que lo ocasiono , pero primero deberá de estar en revolver y buscar un culpable .",3
Justamente esta semana la cual ha tenido varios retos en el trabajo.,0
Cuando no cumplo o se me dificulta completar alguna tarea o meta en específico.,5
Me trato de tranquilizar si es necesario pido ayuda o hablo con alguien,3
"Cuando las cosas que quiero hacer, no me salen por más que las intento.",5
Busca lo que te relaje y te haga olvidar lo malo de la vida,1
"Primero me lo planteo dependiendo los beneficios y los contras ,después esos beneficios los veo a largo y corto plazo al igual que los contras ,después lo que vea que es mejor para mi y para mi entorno ,en un plazo mediando ,es decir ,ni tan lejano ni tan cercano.",3
analizo a fondo la situación,3
Cuando veo una escena trágica en una película.,5
"Cuando pasó tiempo con mi familia, cuando entrego todas mis tareas y tengo tiempo para mi",1
Pedir consejo a un amigo y seguir mi intuición,3
"Conviviendo con mi familia y amigas, también haciendo cosas que me gustan",1
En semanas de evaluaciones o para hacer tramites,0
Cuando me frustro por que las cosas no me salen,5
En las clases,4
Primero en estrés y después analizo que se puede hacer para resolverlo,2
Después de estudiar arduamente para un examen,0
"Le diría que la felicidad está en la simplicidad de la vida, como el la ha descrito. Jorge Ibarguengoitia.",1
principalmente en la escuela,0
"Nervios, ganas de vomitar, y temblor en las manos",4
"Cuando me molesto y no puedo decir lo que siento, cuando siento que me está llendo mal en la universidad, cuando no puedo ayudar a los animalitos",5
Sudar mucho,4
"Sudoración, ansiedad y espasmos involuntarios",4
Al llegar a casa después de un día estresante en clases,0
"Trato de estar lo más tranquilo y no dejarme llevar por sentimientos, luego estos casos los trato en familia y buscamos la mejor opción posible",3
"Me molesto, me siento frustrado",2
A veces el morderme suavemente el interior de mi boca,4
Ver a mi familia sana,1
Cuando no salen las cosas de la mejor manera,5
No me molesta pedir ayuda,3
"Pido ayuda, si bien se, soy muy orgulloso y quiero demostrar que casi todo puedo hacerlo solo yo, cuando de verdad no puedo, o veo algo que conscientemente me va a costar mucho, no tengo pena y pido ayuda, amigos o familia.",3
"Cuando sé que hice las cosas mal por situaciones que pude haber hecho mejor y no las hice por flojera, por procrastinación, por pensamientos negativos o por cosas que en general sé que pude evitar.",0
"Cuando practico un deporte, cuando estoy escuchando música, a veces cuando platico con personas divertidas",1
Regresando de la uni y al despertar,0
"Pues afrontar primero la realidad, decirme a mi misma que pasa y como puedo actuar, así como ponerlo en manos de Dios y que sea a su voluntad",3
Uno que otro día si,4
1. Analizar bien cuál es el contexto de la elección. 2. Pensar cuáles serían las posibles consecuencias de esa elección. 3. Analizar quiénes serían los beneficiados o afectados. 4. Cuál es el mejor escenario al que me lleva esa decisión. 5. Estar 100% seguro de lo que decidiré. 6. Tomar la decisión.,3
